site,code,date,co,nox,no2,no,o3,so2,pm10,pm2.5,ws,wd,air_temp
London N. Kensington,KC1,2018-01-08 19:00:00,0.200837,73.79206,36.8587,24.08732,7.9828,2.3383,18.425,15.212,3,104.5,4.9
London N. Kensington,KC1,2018-01-08 20:00:00,0.206576,58.88239,36.63598,14.50874,7.63355,2.23201,20.3,17.052,2.9,111.9,5
London N. Kensington,KC1,2018-01-08 21:00:00,0.195099,49.05065,35.55162,8.80384,6.48603,2.23201,23.75,19.505,2.8,116.5,5
London N. Kensington,KC1,2018-01-08 22:00:00,0.197969,47.21396,35.44279,7.67695,5.53807,2.39144,26.275,22.123,2.4,114,4.8
London N. Kensington,KC1,2018-01-08 23:00:00,0.200837,53.6424,38.68547,9.75466,3.69205,2.81659,29.475,23.868,2.1,79.4,2.7
London N. Kensington,KC1,2018-01-09 00:00:00,0.08415,48.71548,38.04386,6.95985,3.52574,1.84226,29.2,23.774,2,75.5,2.9
London N. Kensington,KC1,2018-01-09 01:00:00,0.091799,49.292,36.96194,8.04145,4.52359,1.48798,27.5,22.594,2.5,95.9,3.5
London N. Kensington,KC1,2018-01-09 02:00:00,0.088931,36.15827,31.45338,3.06845,7.38409,1.54112,26.65,21.51,2,102.2,3.6
London N. Kensington,KC1,2018-01-09 03:00:00,0.094668,41.61715,34.96541,4.33815,3.29291,1.54112,27.275,21.816,1.9,114.7,2.7
London N. Kensington,KC1,2018-01-09 04:00:00,0.094668,46.58958,37.93691,5.64312,2.44473,2.17882,26.825,21.981,2.8,127.4,3.1
London N. Kensington,KC1,2018-01-09 05:00:00,0.103274,47.88674,37.0709,7.05391,2.74409,2.0194,28.325,23.326,2.4,119.8,2.3
London N. Kensington,KC1,2018-01-09 06:00:00,0.111881,50.6432,36.74485,9.06427,3.29291,2.0194,28.525,24.033,2.1,123.5,2.3
London N. Kensington,KC1,2018-01-09 07:00:00,0.146305,70.85724,39.65355,20.35052,2.19527,2.92281,28.5,23.703,2.3,127.2,2.2
London N. Kensington,KC1,2018-01-09 08:00:00,0.200811,76.04588,37.37926,25.21771,2.6942,3.24166,27.35,22.807,2.4,132.3,2.1
London N. Kensington,KC1,2018-01-09 09:00:00,0.218023,81.12641,36.13253,29.34425,3.09334,2.92281,30,23.632,2.2,138.7,2.4
London N. Kensington,KC1,2018-01-09 10:00:00,0.232366,96.96254,38.77334,37.95001,2.89377,3.13538,27.15,21.698,2.2,151.8,2.7
London N. Kensington,KC1,2018-01-09 11:00:00,0.226629,95.44919,38.28749,37.27989,3.04344,3.13538,30.4,24.599,1.8,145,3.1
London N. Kensington,KC1,2018-01-09 12:00:00,0.243842,98.52994,37.15007,40.03091,3.09334,3.34795,34.85,25.401,1.9,143.9,3.5
London N. Kensington,KC1,2018-01-09 13:00:00,0.243842,94.36823,36.01679,38.05582,3.04344,3.29481,36.45,25.495,2.2,160.2,4
London N. Kensington,KC1,2018-01-09 14:00:00,0.258185,93.6656,36.39574,37.35043,2.99355,3.13538,33.875,25.401,2.5,172.9,4.4
London N. Kensington,KC1,2018-01-09 15:00:00,0.294523,101.25037,38.01378,41.24183,2.44473,3.5428,36.725,27.076,2.7,180.5,4.8
London N. Kensington,KC1,2018-01-09 16:00:00,NA,NA,NA,NA,2.39484,4.88907,35.225,25.944,2.9,185.2,5.2
London N. Kensington,KC1,2018-01-09 17:00:00,0.29261,125.69321,37.70637,57.38352,2.54452,5.63305,30.05,22.642,1.9,168.3,5.6
London N. Kensington,KC1,2018-01-09 18:00:00,0.341378,143.91196,45.54192,64.15527,2.34495,4.88907,30.75,23.302,2,153.4,5.8
London N. Kensington,KC1,2018-01-09 19:00:00,0.304084,101.90611,42.74347,38.58486,2.54452,3.45423,30.05,23.727,2,156.5,6.1
London N. Kensington,KC1,2018-01-09 20:00:00,0.289741,88.71508,44.96501,28.53305,2.99355,3.40109,28.75,22.193,2,155.4,6.2
London N. Kensington,KC1,2018-01-09 21:00:00,0.232366,67.30669,41.83539,16.61195,5.43828,2.86967,24.15,18.231,2.1,154.7,6.5
London N. Kensington,KC1,2018-01-09 22:00:00,0.177861,48.87168,34.81109,9.17008,7.23441,2.97595,22.75,17.17,2.5,172.4,7.3
London N. Kensington,KC1,2018-01-09 23:00:00,0.143436,36.5997,26.86545,6.34852,9.42968,2.81653,25.55,19.41,2.6,180.7,8
London N. Kensington,KC1,2018-01-10 00:00:00,0.18365,39.00678,32.00753,4.56479,10.97635,2.47764,19.775,15.307,2.6,140.4,7
London N. Kensington,KC1,2018-01-10 01:00:00,0.179823,32.87817,28.6209,2.77652,11.24244,2.19448,14.575,10.92,2.7,142.6,7.3
London N. Kensington,KC1,2018-01-10 02:00:00,0.169303,31.20182,27.57592,2.36475,12.87227,1.96442,13.7,10.59,2.6,146.3,7.5
London N. Kensington,KC1,2018-01-10 03:00:00,0.157824,29.36323,26.49499,1.87062,16.46453,2.33606,12.6,9.552,2.2,152.4,7.5
London N. Kensington,KC1,2018-01-10 04:00:00,0.106173,19.89995,18.92582,0.63531,48.29594,2.44225,10.025,6.486,2.3,199,7.7
London N. Kensington,KC1,2018-01-10 05:00:00,0.086086,13.89752,13.41046,0.31765,49.39358,2.28297,6.2,4.481,3.5,265.6,7.8
London N. Kensington,KC1,2018-01-10 06:00:00,0.086086,22.38744,21.41332,0.63531,50.5411,1.80514,3.175,2.146,3.8,267.4,6.5
London N. Kensington,KC1,2018-01-10 07:00:00,0.129128,56.23897,49.69071,4.27067,27.98969,2.0706,3.625,2.524,3.3,265.9,5.8
London N. Kensington,KC1,2018-01-10 08:00:00,0.169303,83.38509,66.12149,11.25903,10.22796,2.38915,9.475,5.637,3.2,265.3,5.6
London N. Kensington,KC1,2018-01-10 09:00:00,0.12626,64.62074,52.33599,8.01191,29.38668,2.49534,11,6.297,3.2,270.9,5
London N. Kensington,KC1,2018-01-10 10:00:00,0.103303,50.39877,41.95639,5.50598,34.37593,2.49534,12.075,7.311,2.9,269.5,4.6
London N. Kensington,KC1,2018-01-10 11:00:00,0.097565,47.37052,37.95401,6.14129,35.52346,2.01751,12.45,7.571,2.7,267.2,4.7
London N. Kensington,KC1,2018-01-10 12:00:00,0.103303,51.80475,39.62823,7.94132,35.62325,2.22988,13.775,8.231,2.7,266.3,4.6
London N. Kensington,KC1,2018-01-10 13:00:00,0.131998,50.66915,39.62911,7.20013,34.47572,2.28297,13.575,7.995,2.5,267.9,4.4
London N. Kensington,KC1,2018-01-10 14:00:00,0.137738,67.16231,52.06343,9.84724,25.39528,2.33606,14.875,8.373,2.3,269.2,4.1
London N. Kensington,KC1,2018-01-10 15:00:00,0.18078,82.30358,66.23057,10.48254,23.2998,2.28297,12.575,6.887,2.1,274,3.9
London N. Kensington,KC1,2018-01-10 16:00:00,0.241041,93.33507,68.33261,16.30618,11.92431,2.22988,14.35,8.962,1.9,287.3,3.7
London N. Kensington,KC1,2018-01-10 17:00:00,0.427559,246.26181,89.10352,102.49597,2.44473,5.09686,19.3,11.627,1.8,299.2,3.5
London N. Kensington,KC1,2018-01-10 18:00:00,0.637035,336.83901,99.91097,154.52044,2.59441,6.63654,20.75,13.656,1.6,309.9,3.2
London N. Kensington,KC1,2018-01-10 19:00:00,0.628427,353.927,97.67889,167.12067,2.99355,7.37983,25.6,16.604,1.6,319,3
London N. Kensington,KC1,2018-01-10 20:00:00,0.835033,423.46866,103.7944,208.48612,3.14323,8.9726,37.075,28.42,1.7,335.2,2.8
London N. Kensington,KC1,2018-01-10 21:00:00,0.826425,450.18217,104.96428,225.14524,2.99355,9.45043,27.675,20.778,1.7,349.7,2.5
London N. Kensington,KC1,2018-01-10 22:00:00,0.763295,438.44769,102.26748,219.25102,2.94366,10.19372,40.7,32.642,1.6,352.8,2.3
London N. Kensington,KC1,2018-01-10 23:00:00,0.6686,361.65986,89.60933,177.42674,2.54452,7.53911,28.8,22.736,1.8,358.5,2
London N. Kensington,KC1,2018-01-11 00:00:00,0.811348,365.37986,84.12683,183.42845,2.8605,8.27465,31.35,25.66,1.7,3.2,3.3
London N. Kensington,KC1,2018-01-11 01:00:00,0.474563,307.02008,78.33501,149.14452,2.26179,6.50656,27.1,22.311,1.4,348.3,2.1
London N. Kensington,KC1,2018-01-11 02:00:00,0.301386,161.87807,63.80055,63.96449,2.39484,3.55385,24.15,18.326,1.4,348.9,1.5
London N. Kensington,KC1,2018-01-11 03:00:00,0.149257,86.61992,52.77207,22.07499,2.29506,2.38692,19.85,17.264,1.9,358.7,1.7
London N. Kensington,KC1,2018-01-11 04:00:00,0.103332,62.27328,47.65101,9.5364,2.14538,1.85649,20.75,17.995,1.7,350.4,1.6
London N. Kensington,KC1,2018-01-11 05:00:00,0.123425,66.92619,46.67164,13.20967,2.29506,1.32607,22.05,19.623,1.6,338.5,2.4
London N. Kensington,KC1,2018-01-11 06:00:00,0.132035,73.47273,45.85289,18.01319,2.19527,1.90953,26.675,24.104,2.2,359,3.1
London N. Kensington,KC1,2018-01-11 07:00:00,0.160739,95.11419,45.45263,32.38843,2.09549,2.43996,20.875,18.467,2.4,350.8,3.4
London N. Kensington,KC1,2018-01-11 08:00:00,0.241108,133.74418,45.84809,57.32433,2.19527,3.28864,23.95,13.443,3,357.5,3.5
London N. Kensington,KC1,2018-01-11 09:00:00,0.269811,152.84276,45.12538,70.25145,2.59441,3.28864,20.525,13.844,3.2,13.2,3.8
London N. Kensington,KC1,2018-01-11 10:00:00,0.226757,107.39571,39.42924,44.32658,3.24301,2.54605,21.5,16.58,2.8,3.1,4.1
London N. Kensington,KC1,2018-01-11 11:00:00,0.203794,91.32693,34.13761,37.2979,4.54022,2.38692,17.275,13.208,3,347.2,4.1
London N. Kensington,KC1,2018-01-11 12:00:00,0.180832,89.64972,31.43142,37.96898,3.79183,2.22779,23.65,13.349,3.2,349.9,3.8
London N. Kensington,KC1,2018-01-11 13:00:00,0.17222,101.93124,34.34386,44.07934,3.74194,2.28083,20.425,15.448,3.3,350.4,3.4
London N. Kensington,KC1,2018-01-11 14:00:00,0.134906,66.87209,31.72449,22.92267,4.54022,1.06085,25.2,18.868,3,357.3,3.2
London N. Kensington,KC1,2018-01-11 15:00:00,0.160739,78.72079,35.17892,28.39727,3.09334,1.69736,26.15,19.599,2.1,14.4,3.3
London N. Kensington,KC1,2018-01-11 16:00:00,0.149257,74.82532,37.78224,24.15887,2.19527,1.27302,25.175,20.566,2.8,359.4,3.2
London N. Kensington,KC1,2018-01-11 17:00:00,0.129166,63.19304,37.1979,16.95359,2.14538,0.95477,23.875,20.826,2.6,358.3,3.2
London N. Kensington,KC1,2018-01-11 18:00:00,0.152128,70.98397,39.62732,20.45027,2.59441,1.16694,23.675,20.543,2.9,352.4,3.6
London N. Kensington,KC1,2018-01-11 19:00:00,0.140647,73.58094,42.00767,20.59155,3.09334,1.1139,23.5,20.33,2.7,355.4,4.1
London N. Kensington,KC1,2018-01-11 20:00:00,0.126295,64.70794,41.25816,15.29355,3.39269,1.32607,22.9,19.929,3.2,16.3,4.5
London N. Kensington,KC1,2018-01-11 21:00:00,0.132035,62.5438,40.77287,14.19863,3.44258,1.21998,22.675,19.764,2.4,14.1,4.7
London N. Kensington,KC1,2018-01-11 22:00:00,0.117684,50.53279,37.37275,8.58276,4.83957,0.63651,25.2,21.745,2.3,12.9,4.9
London N. Kensington,KC1,2018-01-11 23:00:00,0.080369,43.06649,32.61428,6.81676,8.6314,0.58347,24.8,21.439,1.8,21.7,5
London N. Kensington,KC1,2018-01-12 00:00:00,0.149299,36.59278,29.65579,4.52419,9.9785,0.21197,24.275,21.156,1.3,4.7,4.3
London N. Kensington,KC1,2018-01-12 01:00:00,0.133987,27.93177,25.18587,1.79083,16.09865,0.35329,19.275,17.288,1.6,14.1,4.1
London N. Kensington,KC1,2018-01-12 02:00:00,0.129202,27.39045,24.73489,1.73192,13.77033,0.90088,18.65,17.123,1.2,1.2,3.5
London N. Kensington,KC1,2018-01-12 03:00:00,0.134944,30.42181,26.46555,2.5802,10.87657,1.11285,20.675,18.538,0.8,15.3,3.8
London N. Kensington,KC1,2018-01-12 04:00:00,0.132073,27.39045,24.13874,2.12071,13.77033,0.90088,21.1,19.08,1,29.2,3.8
London N. Kensington,KC1,2018-01-12 05:00:00,0.129202,31.07138,25.2183,3.81728,12.77248,0.84789,19.45,17.854,1.2,30.9,3.7
London N. Kensington,KC1,2018-01-12 06:00:00,0.140687,38.97456,28.78585,6.6449,7.73334,0.63592,15.95,14.576,1.3,48.8,3.6
London N. Kensington,KC1,2018-01-12 07:00:00,0.22682,110.21138,40.51631,45.45394,2.44473,1.64278,15.35,14.033,1.2,75.5,3.5
London N. Kensington,KC1,2018-01-12 08:00:00,0.295728,145.72153,52.66831,60.68773,2.59441,2.2257,15.05,10.896,1.4,94.7,3.4
London N. Kensington,KC1,2018-01-12 09:00:00,0.258404,111.72706,46.58439,42.48495,4.29076,1.69577,22.825,17.712,1.1,111.8,3.6
London N. Kensington,KC1,2018-01-12 10:00:00,0.244048,106.80111,50.81743,36.5116,5.48818,1.4838,20.35,15.448,1.2,138.6,3.8
London N. Kensington,KC1,2018-01-12 11:00:00,0.198108,80.27676,48.78933,20.53557,7.68345,1.11285,19.225,14.882,1.1,135.3,3.9
London N. Kensington,KC1,2018-01-12 12:00:00,0.223949,93.86372,55.05993,25.30717,9.77893,1.27183,22.3,16.769,1.6,131.9,3.9
London N. Kensington,KC1,2018-01-12 13:00:00,0.137815,57.704,43.17967,9.47252,23.24991,1.11285,14.65,10.401,1.8,154.7,3.9
London N. Kensington,KC1,2018-01-12 14:00:00,0.132073,49.47604,39.82928,6.29145,24.09808,0.95387,16.925,11.769,1.6,162.9,4.1
London N. Kensington,KC1,2018-01-12 15:00:00,0.221078,70.53312,53.13645,11.34581,16.51442,1.4838,18.575,13.797,1.4,146.2,4.2
London N. Kensington,KC1,2018-01-12 16:00:00,0.223949,77.84085,57.9512,12.97169,7.48388,1.58979,22.375,16.698,2,126.6,4.1
London N. Kensington,KC1,2018-01-12 17:00:00,0.244048,97.32813,66.38265,20.18212,4.49033,1.43081,24.575,18.726,2.5,149,4
London N. Kensington,KC1,2018-01-12 18:00:00,0.241176,77.13714,56.81393,13.25446,19.957,1.21884,23.375,18.349,2.5,139.8,4.1
London N. Kensington,KC1,2018-01-12 19:00:00,0.155042,37.24235,34.31581,1.90864,42.5583,1.05986,15.75,12.807,2.7,132.9,4
London N. Kensington,KC1,2018-01-12 20:00:00,0.143558,31.01725,28.84944,1.41381,42.90755,0.58292,16.975,14.316,2.8,135.9,4.2
London N. Kensington,KC1,2018-01-12 21:00:00,0.106232,26.03717,24.19453,1.20174,49.29379,0.79489,17.025,14.764,3.3,142.6,4.1
London N. Kensington,KC1,2018-01-12 22:00:00,0.077521,22.03145,20.67657,0.88363,53.93379,0.84789,14.875,12.901,3.3,151,3.8
London N. Kensington,KC1,2018-01-12 23:00:00,0.094747,24.90041,22.94938,1.27243,47.49766,0.58292,16.125,13.844,3.5,153.8,4.3
London N. Kensington,KC1,2018-01-13 00:00:00,0.072757,23.10785,21.95086,0.75457,45.50196,0.7765,16.85,14.363,2.4,133.9,4.2
London N. Kensington,KC1,2018-01-13 01:00:00,0.072757,18.41407,17.47401,0.61309,45.16934,0.42355,16.8,14.882,2.7,148.6,5.2
London N. Kensington,KC1,2018-01-13 02:00:00,0.074671,20.74291,19.49553,0.81352,41.46067,0.52943,20.05,17.524,2.8,154.9,5.2
London N. Kensington,KC1,2018-01-13 03:00:00,0.071799,22.96343,21.71605,0.81352,42.75787,0.90003,18.175,15.873,2.8,154.8,5.2
London N. Kensington,KC1,2018-01-13 04:00:00,0.068926,21.93441,20.57856,0.88426,40.06368,0.90003,17.375,15.33,2.8,159.7,5.2
London N. Kensington,KC1,2018-01-13 05:00:00,0.080415,26.15881,24.26062,1.23797,32.33034,1.05886,19.4,17.028,3.1,160.1,5.2
London N. Kensington,KC1,2018-01-13 06:00:00,0.089031,31.57471,28.42914,2.05149,26.89206,1.27064,18.575,16.557,2.9,159.7,5.3
London N. Kensington,KC1,2018-01-13 07:00:00,0.109134,43.76049,37.19819,4.27982,19.957,1.00592,18.975,16.226,2.7,157.9,5.4
London N. Kensington,KC1,2018-01-13 08:00:00,0.123494,50.25957,39.35856,7.10946,12.57291,1.37652,21.475,17.689,2.8,154.4,5.5
London N. Kensington,KC1,2018-01-13 09:00:00,0.169445,57.57104,39.67385,11.67225,11.57506,1.48241,25.275,20.236,2.8,157.3,5.6
London N. Kensington,KC1,2018-01-13 10:00:00,0.166574,57.30025,39.18612,11.81373,15.06754,1.05886,25.625,20.495,3,150.8,5.7
London N. Kensington,KC1,2018-01-13 11:00:00,0.143597,49.88046,33.77299,10.50502,24.29765,1.53535,23.7,19.175,3.5,145.3,5.8
London N. Kensington,KC1,2018-01-13 12:00:00,0.13211,41.64829,30.4761,7.28631,32.13077,1.48241,21.6,17.264,3.5,135.3,5.2
London N. Kensington,KC1,2018-01-13 13:00:00,0.172317,44.35624,28.24877,10.50502,34.27615,1.85301,20.525,16.58,3.3,129.4,4.7
London N. Kensington,KC1,2018-01-13 14:00:00,0.157957,49.55551,34.42424,9.86835,24.44733,1.5883,23.875,19.01,3.1,135.5,4.6
London N. Kensington,KC1,2018-01-13 15:00:00,0.152213,49.71798,36.75608,8.45354,25.09593,1.37652,22.4,18.42,2.7,122.1,3.9
London N. Kensington,KC1,2018-01-13 16:00:00,0.163702,50.15126,39.57564,6.89724,21.45378,1.69418,24.15,19.67,2.8,111,2.9
London N. Kensington,KC1,2018-01-13 17:00:00,0.143597,42.62315,34.05419,5.58853,25.14582,1.21769,25.6,21.227,2.7,115.5,2.6
London N. Kensington,KC1,2018-01-13 18:00:00,0.152213,43.86881,35.13715,5.69464,22.90066,1.42947,24.95,21.085,2.7,112.2,2.5
London N. Kensington,KC1,2018-01-13 19:00:00,0.149341,42.40652,33.67485,5.69464,24.54711,1.32358,26.5,22.335,2.7,112.1,2.4
London N. Kensington,KC1,2018-01-13 20:00:00,0.143597,40.61927,33.40616,4.70427,24.04819,0.95298,27.475,23.703,2.6,113.5,2.4
London N. Kensington,KC1,2018-01-13 21:00:00,0.11775,32.06214,26.90992,3.36019,31.2826,0.84709,25.975,22.76,2.6,113.8,2.5
London N. Kensington,KC1,2018-01-13 22:00:00,0.10339,34.55346,30.26898,2.79427,29.23701,1.16475,23.525,19.929,2.5,113.4,2.3
London N. Kensington,KC1,2018-01-13 23:00:00,0.094774,34.55346,29.5097,3.28945,30.78367,1.32358,23.925,20,2.2,113.1,2.2
London N. Kensington,KC1,2018-01-14 00:00:00,0.068946,28.68284,25.28175,2.21813,31.86468,1.05787,24.275,20.495,2,74.7,1.8
London N. Kensington,KC1,2018-01-14 01:00:00,0.076607,28.97183,26.87329,1.36863,27.67371,1.1284,25.925,21.958,2.1,60.6,1.1
London N. Kensington,KC1,2018-01-14 02:00:00,0.074692,27.7436,25.78979,1.27424,29.53636,0.68761,28.3,24.08,2.1,51.3,0.3
London N. Kensington,KC1,2018-01-14 03:00:00,0.089055,24.60077,23.24396,0.88489,31.9312,0.63472,27.75,23.727,1.8,58.1,0.6
London N. Kensington,KC1,2018-01-14 04:00:00,0.103419,29.04408,27.4159,1.06187,29.58625,1.16366,26.575,22.665,1.5,39.2,0.2
London N. Kensington,KC1,2018-01-14 05:00:00,0.117783,29.53176,26.60104,1.91137,27.39098,1.42812,28.9,24.269,1.5,39,-0.7
London N. Kensington,KC1,2018-01-14 06:00:00,0.100546,32.45785,28.93013,2.30072,28.03959,1.6397,25.775,21.793,1.9,27.6,-1
London N. Kensington,KC1,2018-01-14 07:00:00,0.077565,32.18691,29.0391,2.05295,29.78582,1.48102,22.35,18.75,2.1,25.1,-1.3
London N. Kensington,KC1,2018-01-14 08:00:00,0.089055,43.07844,36.45718,4.31827,22.35184,1.48102,22.325,18.797,2,22,-1
London N. Kensington,KC1,2018-01-14 09:00:00,0.129274,53.31973,42.35667,7.14993,16.96345,1.85127,23.1,19.175,1.2,43,1.5
London N. Kensington,KC1,2018-01-14 10:00:00,0.126402,55.54139,41.70187,9.0259,17.9613,1.6397,21.825,18.373,1.2,109.7,3.4
London N. Kensington,KC1,2018-01-14 11:00:00,0.143638,51.74832,39.15707,8.2118,19.20861,2.06284,22.175,18.231,1.3,97.7,4.6
London N. Kensington,KC1,2018-01-14 12:00:00,0.140766,53.42811,39.9685,8.77813,17.86152,1.53391,22.8,18.703,1.5,126.6,5.4
London N. Kensington,KC1,2018-01-14 13:00:00,0.132147,52.83205,38.99254,9.0259,21.20431,1.79838,24.3,19.906,2.1,146.7,5.6
London N. Kensington,KC1,2018-01-14 14:00:00,0.112038,40.09817,32.7171,4.81381,28.13937,2.00995,22,18.892,1.6,165.3,5.2
London N. Kensington,KC1,2018-01-14 15:00:00,0.126402,38.14745,33.26292,3.18561,26.6426,1.85127,23.125,19.34,1.4,189.4,3.2
London N. Kensington,KC1,2018-01-14 16:00:00,0.126402,37.28046,34.2412,1.98216,25.64475,1.69259,23.525,19.953,1.5,201.1,1.6
London N. Kensington,KC1,2018-01-14 17:00:00,0.149383,46.70895,41.87869,3.15022,18.6099,1.79838,25.725,21.604,2.3,213.3,2.9
London N. Kensington,KC1,2018-01-14 18:00:00,0.160875,45.13754,40.36155,3.11482,18.51012,1.85127,28.025,23.208,2.9,226.2,3.3
London N. Kensington,KC1,2018-01-14 19:00:00,0.158002,37.38884,34.78375,1.69899,22.95055,1.32234,27.35,23.514,3.4,226,3
London N. Kensington,KC1,2018-01-14 20:00:00,0.155128,32.02435,29.7449,1.48662,25.49507,1.5868,28.75,25.094,3.7,227.6,3.2
London N. Kensington,KC1,2018-01-14 21:00:00,0.169492,36.46766,33.64549,1.84058,20.6555,2.4331,29.05,24.741,3.2,227.2,3.9
London N. Kensington,KC1,2018-01-14 22:00:00,0.155128,32.2411,30.01592,1.45122,26.34324,2.53889,26.7,22.736,3.7,230.2,4.4
London N. Kensington,KC1,2018-01-14 23:00:00,0.106293,27.03917,25.30245,1.13266,30.28475,2.38021,23.675,19.623,4.1,230.9,4.8
London N. Kensington,KC1,2018-01-15 00:00:00,0.118774,23.34834,21.6828,1.08624,32.99557,0.63412,21.75,17.948,4.3,215.8,4.5
London N. Kensington,KC1,2018-01-15 01:00:00,0.103448,16.26433,15.54017,0.47228,44.43759,0.35229,19.45,16.132,5,220.3,5.4
London N. Kensington,KC1,2018-01-15 02:00:00,0.094828,12.63196,12.19747,0.28337,50.89035,0.58128,17.925,14.552,5.6,220.9,6.5
London N. Kensington,KC1,2018-01-15 03:00:00,0.094828,11.38503,11.11347,0.1771,53.03573,0.73981,16.35,12.901,6.3,220,7.3
London N. Kensington,KC1,2018-01-15 04:00:00,0.106322,12.25246,11.76366,0.31879,53.33508,0.68697,13.575,10.849,6.9,220.3,7.9
London N. Kensington,KC1,2018-01-15 05:00:00,0.097701,11.49346,10.84172,0.42505,63.36348,0.63412,8.675,6.156,7.2,221.8,8.4
London N. Kensington,KC1,2018-01-15 06:00:00,0.091954,15.99325,14.90703,0.70842,61.8667,0.63412,5.275,3.656,8.1,221.2,8.8
London N. Kensington,KC1,2018-01-15 07:00:00,0.112069,22.87848,21.08621,1.16889,54.33293,0.8455,3.2,2.217,8.3,224.3,9.3
London N. Kensington,KC1,2018-01-15 08:00:00,0.137931,33.45029,29.6485,2.47946,45.20261,1.05688,2.375,1.297,7.8,230,9.6
London N. Kensington,KC1,2018-01-15 09:00:00,0.132184,36.21523,32.14188,2.65657,44.6039,0.42275,2.275,0.991,6.6,249.6,10.4
London N. Kensington,KC1,2018-01-15 10:00:00,0.12931,41.85353,37.4,2.90451,40.76217,1.05688,2.7,1.108,6.3,262.7,10.6
London N. Kensington,KC1,2018-01-15 11:00:00,NA,NA,NA,NA,NA,NA,2.325,1.038,6.1,268.2,10.7
London N. Kensington,KC1,2018-01-15 12:00:00,NA,NA,NA,NA,NA,NA,3.075,1.179,6.3,272.6,10.2
London N. Kensington,KC1,2018-01-15 13:00:00,NA,NA,NA,NA,NA,NA,2.075,1.108,6.1,273,10.2
London N. Kensington,KC1,2018-01-15 14:00:00,NA,NA,NA,NA,NA,NA,3.375,1.392,5.9,275.1,9.7
London N. Kensington,KC1,2018-01-15 15:00:00,NA,NA,NA,NA,NA,NA,2.825,1.486,5.4,269.8,8.4
London N. Kensington,KC1,2018-01-15 16:00:00,NA,NA,NA,NA,NA,NA,3.875,2.17,5.4,279.9,7.3
London N. Kensington,KC1,2018-01-15 17:00:00,NA,NA,NA,NA,NA,NA,3.175,1.91,5.2,277.6,7.1
London N. Kensington,KC1,2018-01-15 18:00:00,0.09774,32.58584,30.46812,1.38115,33.72733,3.06494,3.175,1.958,3.9,270.8,6.6
London N. Kensington,KC1,2018-01-15 19:00:00,0.163858,50.6409,47.00275,2.37274,16.96345,1.58531,5.4,3.373,4.5,267.7,6.1
London N. Kensington,KC1,2018-01-15 20:00:00,0.129361,35.35103,33.55911,1.16866,30.13507,1.53247,5.975,3.774,3.5,251.5,5
London N. Kensington,KC1,2018-01-15 21:00:00,0.109239,23.58543,22.71662,0.56662,39.31529,2.11375,7.675,4.552,5.8,279.9,5.4
London N. Kensington,KC1,2018-01-15 22:00:00,0.106364,21.74197,21.09036,0.42497,40.11357,2.06091,9.225,5.708,7,277.9,5.8
London N. Kensington,KC1,2018-01-15 23:00:00,0.100615,18.16349,17.72909,0.28331,43.85551,1.84953,8.55,5,7.5,275.5,6
London N. Kensington,KC1,2018-01-16 00:00:00,0.130397,17.15132,16.78933,0.23609,44.10497,0.91717,7.975,4.41,5.4,260.4,6.5
London N. Kensington,KC1,2018-01-16 01:00:00,0.092045,9.625,9.33541,0.18887,58.47401,0.98773,5.7,3.349,6.2,266.8,6.6
London N. Kensington,KC1,2018-01-16 02:00:00,0.097799,7.27303,7.05583,0.14165,62.61509,0.68788,3.55,2.217,6.1,274.8,6.2
London N. Kensington,KC1,2018-01-16 03:00:00,0.092045,8.84704,8.57555,0.17706,62.36563,0.52914,3.175,1.887,6.4,290.1,6
London N. Kensington,KC1,2018-01-16 04:00:00,0.106428,12.1579,11.8864,0.17706,58.5239,0.68788,4.2,2.241,6.4,284.3,5.1
London N. Kensington,KC1,2018-01-16 05:00:00,0.115057,18.12829,17.8025,0.21248,57.52605,0.89954,5.825,3.137,7.2,292.9,5.1
London N. Kensington,KC1,2018-01-16 06:00:00,0.08917,21.22204,20.24466,0.63743,60.96864,0.58205,5.25,2.689,5.7,285.9,4.7
London N. Kensington,KC1,2018-01-16 07:00:00,0.097799,34.24836,30.93614,2.16018,54.08347,0.58205,5.6,2.453,5.8,291.9,4.5
London N. Kensington,KC1,2018-01-16 08:00:00,0.117933,44.39803,39.72834,3.04549,48.79487,0.42331,7.475,3.585,5.2,275.3,4.1
London N. Kensington,KC1,2018-01-16 09:00:00,0.109304,42.60691,35.71098,4.49741,54.08347,0.56441,10.05,4.717,6.4,281.9,5.1
London N. Kensington,KC1,2018-01-16 10:00:00,0.100675,31.58882,25.72456,3.82457,63.46326,0.52914,9.125,4.599,6.1,274.1,5.9
